price,close,high,low,open,volume,daily_return,volatility
2024-01-03,57.42243576049805,58.57725573913512,56.20788233898448,58.248727499809085,1720900,,
2024-01-04,54.95351028442383,57.1835056456991,54.84400087158509,57.1835056456991,1697900,-0.042995833307590825,
2024-01-05,54.40596771240234,55.37163369737544,54.09735061752295,54.75440330527978,1325800,-0.009963741518741354,
2024-01-08,53.818603515625,54.05752970035852,53.27105643047894,53.559762384889915,1201800,-0.010795951647845414,
2024-01-09,52.35516357421875,53.43033894296121,52.116233604685405,53.16154794902286,1530000,-0.02719208314242816,
2024-01-10,50.17494583129883,52.185922400282074,49.2988743117078,51.26007870741834,3127800,-0.04164284082178904,
2024-01-11,49.78668212890625,50.75235187616964,48.92056811714903,50.523379380999934,1846900,-0.0077381987356403,
2024-01-12,48.43275833129883,50.722487081902656,48.09427642571997,49.76677480650223,1510800,-0.02719449739795632,0.014878860087142098
2024-01-16,49.07985305786133,49.67717607257344,48.17391675999445,49.507933222556304,1879700,0.013360682910853905,0.01780384398710816
2024-01-17,48.40288925170898,48.791147122545915,47.02905429300338,47.83543485622994,1730900,-0.013793109880631982,0.01764989159525294
2024-01-18,47.73588562011719,49.07985583331029,47.367538875362435,48.87079447528704,1198900,-0.01378024415284751,0.017526790909254873
2024-01-19,47.66619873046875,48.1340974200617,46.362047009426725,47.845395266113094,1667100,-0.0014598428151727516,0.017694908665807474
2024-01-22,47.64628601074219,49.24909730576938,46.36204548020527,46.68061624469555,1360000,-0.0004177534659132176,0.012835321115912937
2024-01-23,48.20378494262695,49.219230720544296,47.87526048964197,48.61195778652197,1412200,0.011700784647917128,0.014690704187432253
2024-01-24,48.542266845703125,50.513428753336186,48.46262605015711,50.19485417816247,1268800,0.007021894722147648,0.011151860390250807
2024-01-25,47.06887435913086,48.64182083952871,46.32222341410574,48.29338145325247,1600700,-0.030352774650092118,0.014427195252858988
2024-01-26,46.75030517578125,48.00468093258121,46.720440352221374,47.31775960939825,912300,-0.0067681496038966005,0.014022760055770137
2024-01-29,45.81450271606445,46.36204598615351,45.31673541640838,46.29235886801471,1952700,-0.020017034246047727,0.014856932355273455
2024-01-30,44.9284782409668,45.8045459679014,44.62981861598168,45.45611037169595,1522100,-0.019339388677615865,0.015517459708730218
2024-01-31,41.88214111328125,43.952854943470165,41.88214111328125,43.594461873040295,3182200,-0.06780414665609191,0.026687278292609348
2024-02-01,41.97173690795898,43.46503874832422,41.79254038330212,42.977225142833205,1945400,0.0021392362543115606,0.025115937728616707
2024-02-02,40.458526611328125,41.14544793408353,39.89107217806431,41.016027369299245,1996900,-0.03605307781160483,0.02275730682160419
2024-02-05,39.17428588867188,39.77160894095829,38.32808297834512,38.80593914157633,1719200,-0.031742152525560896,0.022813118678127846
2024-02-06,40.33906173706055,40.797006733553715,39.72183135928005,39.82138329846099,2007700,0.02973317373796691,0.03066873748993863
2024-02-07,40.28928756713867,41.06580336089241,40.05035758570348,40.87665314893433,1282400,-0.0012338950827938122,0.031521795664339144
2024-02-08,40.26937484741211,40.45852505198881,39.56254620131369,40.40874908211737,1182000,-0.0004942435304515769,0.03216238211346414
2024-02-09,40.0603141784668,40.54812400825339,39.64218766955801,40.15986611990725,792100,-0.005191554866135428,0.02222061379473469
2024-02-12,41.563568115234375,42.50932671211961,40.000579151001475,40.010532825686106,1635300,0.03752476653255021,0.0277498756923818
2024-02-13,39.42316818237305,40.92642753757881,39.353481064996686,40.6576327429858,2056200,-0.051497020826679285,0.03137269078816658
2024-02-14,40.21960067749024,41.09566841989087,40.09018011190207,40.51826030774787,951500,0.020202143354711266,0.02960984075732019
2024-02-15,41.13549041748047,42.369955023941245,39.940848107474636,39.940848107474636,1601200,0.022772223606457143,0.028710651757660206
2024-02-16,43.17633438110352,43.604414561354496,41.88214016535866,42.19075725739124,1806500,0.04961272961403185,0.03345535579470656
2024-02-20,42.22062301635742,43.72387861923798,41.57352399530272,43.60441552837024,2019200,-0.02213507418926175,0.03556521179186768
2024-02-21,42.72834396362305,43.53472837102099,42.16088953541593,42.40977318981074,1481100,0.012025425277806034,0.0351480778269997
2024-02-22,42.94736099243164,43.61437113300312,42.51928082102414,42.90753869796047,1604800,0.0051258019499902385,0.03295116578063479
2024-02-23,43.47499465942383,44.281379061862275,42.66861405464854,42.92745138265543,1780400,0.01228558995941964,0.021503908369601723
2024-02-26,43.9229850769043,44.15195757703825,42.72834280857069,42.997137603770476,1045000,0.01030455370932093,0.02137383524085968
2024-02-27,45.4461555480957,45.83441343053143,44.46057463312088,44.46057463312088,2473800,0.03467820933674037,0.022725442870898203
2024-02-28,45.81450271606445,46.59101848827573,45.595483888963585,46.14302715905264,2203200,0.008105133724214175,0.01665958287681443
2024-02-29,49.49798202514648,51.3198083866872,47.337669946631344,47.447179361358984,3305300,0.08039985355533386,0.026982564898474944
2024-03-01,51.20034408569336,51.34967579272829,49.9459683800565,50.56320255798203,1858500,0.03439255482540737,0.026751738028482533
2024-03-04,47.91508102416992,50.38400635907666,47.63632875572057,50.38400635907666,1900500,-0.06416486295531398,0.04352620846014079
2024-03-05,44.370975494384766,46.31226866599916,44.17186782079249,45.99369790731673,2049300,-0.07396638916247256,0.05550250206773602
2024-03-06,46.22267150878906,47.118654162562,44.80901041035433,45.93396556505522,1779700,0.04173214570499195,0.05731539855173599
2024-03-07,46.59101867675781,47.1186545989387,45.80454542868043,46.50142041055073,846100,0.007968971847477802,0.05617857796880381
2024-03-08,45.82445526123047,47.86530417763135,45.794590439239656,47.755794766780994,976500,-0.016453029731881563,0.05671109788425233
2024-03-11,48.76128387451172,48.99025637501823,47.03900948557428,47.03900948557428,1318400,0.06408867484707326,0.05314804190965436
2024-03-12,49.69708633422852,50.17494629306738,48.771242632844086,49.527847271956446,1583600,0.019191505747164328,0.05175734624437342
2024-03-13,50.24463272094727,51.0709244681701,49.80659506431831,49.8364636848741,847700,0.011017675825828688,0.04422246207181594
2024-03-14,48.81106185913086,49.35860894561778,48.044499735712414,48.81106185913086,1127600,-0.028531820896737337,0.03184954848209894
2024-03-15,50.09530258178711,50.52338277909794,48.80110831446602,49.199319890284606,1052000,0.02631044426696927,0.030109053015156692
2024-03-18,49.94596862792969,51.419363165153165,49.776729570269055,51.419363165153165,1008900,-0.002980997142668529,0.030629799115445524
2024-03-19,47.8553466796875,48.86083872635665,47.68610762494571,48.60199761036412,930900,-0.04185767151331443,0.03546252396369297
2024-03-20,50.28445053100586,51.001236651928686,47.53677673024017,47.61642132041519,1034500,0.050759299009517145,0.032065584432253644
2024-03-21,49.3088264465332,50.88177290308037,49.27896162443723,49.428293330243164,856600,-0.019402102919889308,0.03250245290307662
2024-03-22,47.75579452514648,48.840927358057485,47.55668685166811,48.49248798005458,878100,-0.03149602278753716,0.03389679220210465
2024-03-25,46.143028259277344,47.28789459484951,46.09325228765751,46.7702161351442,928200,-0.033771111587723834,0.034510392064267786
2024-03-26,45.655216217041016,46.8996344357887,45.655216217041016,46.15298350454009,960600,-0.010571738800828512,0.03114058474441598
2024-03-27,48.273475646972656,48.691598366678775,45.94392447209558,45.94392447209558,1348900,0.057348527657489434,0.04106508776543392
2024-03-28,48.94047927856445,49.438246563251916,48.00467815051071,48.88074583724328,844300,0.01381718682262778,0.037804862357708816
2024-04-01,48.771240234375,49.726952509726395,48.482534297759585,49.57762080522517,649100,-0.0034580585781794904,0.031633630467111165
2024-04-02,47.90512466430664,48.38298082432424,47.41731482909965,47.56664274291961,815100,-0.017758735802209547,0.03150553540249545
2024-04-03,49.44820022583008,49.5577096360605,48.14405237077354,48.24360430862138,1048400,0.03221107495986031,0.03133846658493529
2024-04-04,47.61642074584961,50.22472027999894,47.29784618665672,49.906149518469086,1190800,-0.037044411558251444,0.0320370473287077
2024-04-05,47.397403717041016,48.22369547426234,46.899636408603556,47.12860891476521,782500,-0.004599611339491161,0.031632238457760226
2024-04-08,49.58758163452149,50.43378455687875,47.8653071682869,48.761286062959904,1358200,0.04620881621608808,0.028755340796358393
2024-04-09,51.33971786499024,51.528868067582806,49.955925409699184,49.955925409699184,1045800,0.03533417385390214,0.031016313134857466
2024-04-10,50.92159652709961,51.26007844445544,49.55771138494233,49.926061922836965,1206800,-0.008144207940335435,0.03133540025434209
2024-04-11,50.931549072265625,51.668246334048305,50.15503331341979,51.07092330614431,905700,0.00019544841177010497,0.02970136731579498
2024-04-12,47.72592544555664,50.89172565058859,47.70601429863445,50.61297718900386,990800,-0.06293984151474752,0.0380083312091097
2024-04-15,46.74034881591797,48.512399135071895,45.97378674138229,47.92503358692965,784700,-0.020650759947294706,0.0361218404632186
2024-04-16,45.326690673828125,46.24258451195485,45.316736998459284,45.704994898119374,827800,-0.030244920671375186,0.03768602804680072
