price,close,high,low,open,volume
Ticker,SCCO,SCCO,SCCO,SCCO,SCCO
2024-01-03,76.6872329711914,77.11688010614219,74.20990972677298,75.29773924441264,1277757
2024-01-04,76.61409759521484,76.92490289850666,75.98333862586215,76.33984952620287,766259
2024-01-05,76.40383911132812,77.70191419097046,76.02903875575998,76.36727463631831,720147
2024-01-08,78.14984893798828,78.15899005737722,75.49884463824561,75.80964994082862,762105
2024-01-09,77.04374694824219,77.57394637623993,76.66894655475718,77.17172262372327,972832
2024-01-10,76.15702056884766,77.04373804854693,76.07474325789744,76.81520283965615,706437
2024-01-11,75.91019439697266,76.87004071530959,75.15145266518739,76.83347624502747,753069
2024-01-12,76.00162506103516,76.9797538653252,75.69996086049703,76.60496070547109,654717
2024-01-16,72.83869171142578,74.87721907191538,72.82955059297905,74.73096117676765,1367489
2024-01-17,71.74172973632812,71.96112384826549,70.51678350330418,71.38521158817016,954137
2024-01-18,72.04338836669922,72.14394791706654,70.96470737262727,72.12566567942862,809672
2024-01-19,74.12763977050781,74.16420425127014,71.53148195942397,72.0433991768163,1355650
2024-01-22,73.5151596069336,74.42930055739288,72.89354897584018,73.11294309368478,1206407
2024-01-23,74.92292022705078,75.6999442224401,74.3104508406744,74.50242156004539,1318261
2024-01-24,76.10218048095703,77.86646723193692,75.97419756576092,77.5190974507348,936689
2024-01-25,76.62322998046875,77.05287703047225,75.69080693351938,76.63237109883656,1152712
2024-01-26,76.05645751953125,77.82989239729288,75.67252331175234,77.13514568398067,798455
2024-01-29,76.47697448730469,76.80606927676266,75.50798684469056,76.25758037545249,802713
2024-01-30,75.68167114257812,76.14788269887063,74.95950101061119,75.42571256690371,927757
2024-01-31,75.0509262084961,77.19915476732739,75.0235028463439,76.1296146699506,1079181
2024-02-01,76.59580993652344,76.62323329281232,75.3708565621341,75.571968418278,1044078
2024-02-02,74.71268463134766,75.60853603744734,73.45116672944731,74.59384283912846,1352638
2024-02-05,72.84783935546875,73.1312212960609,71.72344546900655,73.1312212960609,1302682
2024-02-06,75.1514663696289,75.32515487850021,73.58829151986453,73.62485599681446,1043662
2024-02-07,74.98692321777344,75.13318111971094,73.62485304582736,75.07833440648437,729494
2024-02-08,73.99051666259766,74.61212726930682,73.02152178816884,74.50243383636732,826497
2024-02-09,73.27748107910156,73.99051737349639,72.78384613941233,73.6705637042968,1026941
2024-02-12,74.12696838378906,74.47783986304282,73.23131217620129,73.48985098101373,679850
2024-02-13,72.0494155883789,73.00970464444352,71.48617165539444,72.71423277712591,1048959
2024-02-14,73.9792251586914,74.02539149364702,72.51109180884443,72.62189832911429,663752
2024-02-15,76.61078643798828,76.71235969087815,74.39473652121555,74.49630245772906,1006066
2024-02-16,77.2756118774414,79.0576911216224,77.10017978650816,77.60802415617444,934820
2024-02-20,76.04754638671875,76.76776319500946,75.65050125468449,76.49075785587868,604034
2024-02-21,76.98014068603516,77.13711355888353,76.11218422592106,76.21375749060313,670295
2024-02-22,76.76776885986328,77.404886308342,76.15835121570399,77.05400748754134,739568
2024-02-23,75.74284362792969,77.0263044222805,75.50277135094758,76.90627194197792,619820
2024-02-26,73.81302642822266,74.44090321701297,73.12974272105264,74.44090321701297,734375
2024-02-27,74.60711669921875,74.75485630217814,73.72992698212802,74.58865016339597,708930
2024-02-28,72.84349822998047,74.0900331975908,72.77886535971783,73.78532806426178,557610
2024-02-29,74.66250610351562,74.83794548623413,74.0253887555649,74.25622773818101,1122490
2024-03-01,74.47784423828125,75.58587297855252,74.16390581036154,75.06879533855165,712357
2024-03-04,75.52123260498047,75.54893240619009,73.24977574202646,74.47783684420222,789627
2024-03-05,73.89613342285156,75.35503365707535,73.48985500033601,75.05956176632637,839790
2024-03-06,75.15188598632812,76.20451499592406,74.90258046338788,75.66896356602815,918514
2024-03-07,78.24513244628906,79.62093323599545,76.84163185339922,77.41411640165471,1369255
2024-03-08,79.6670913696289,79.8979303554269,78.37439743898587,78.74374274281314,1643958
2024-03-11,79.8240737915039,80.23035221114831,78.73451159932192,79.24236328206598,1272564
2024-03-12,80.7935791015625,80.88591907725362,79.66708407603478,80.33190117223354,806452
2024-03-13,88.91912078857422,90.02714211033734,83.00964691245709,83.00964691245709,3488256
2024-03-14,89.73167419433594,90.6734967491061,88.3189403621807,89.343862324827,2358184
2024-03-15,95.10559844970703,95.64114256761528,91.25520173838034,91.59684724959436,3779783
2024-03-18,94.73625183105469,96.79533618779882,94.36691384035417,95.8442804359088,2054817
2024-03-19,92.15084838867188,93.09267078946718,91.31983249663958,92.76026589592938,1559210
2024-03-20,95.32720184326172,95.79811308075948,91.14440030634013,91.85538379596663,1310991
2024-03-21,95.61344909667969,96.1674597852367,94.59776039553289,96.14899325004326,1110339
2024-03-22,96.36135864257812,97.19238193074473,95.18869716205222,95.94584699849483,1724966
2024-03-25,95.9273910522461,98.72515903384709,95.908924516371,97.04465305457441,1092579
2024-03-26,94.27457427978516,96.58296416846592,94.05296855781674,96.49986476636887,932950
2024-03-27,96.32443237304688,96.51833830839584,94.18224844939182,94.59776012280007,1069938
2024-03-28,98.3558120727539,98.91905599857573,96.74917238280739,96.94307830827313,1173588
2024-04-01,98.8359603881836,100.01785520416391,98.32810872908998,99.50077027761641,838856
2024-04-02,99.51000213623047,100.33179219349802,98.34657387162946,99.38073639370627,1409344
2024-04-03,102.7048110961914,103.27728828088995,99.74083728693404,100.24868891924086,1705856
2024-04-04,101.19052124023438,103.73897633429014,100.2025249969704,103.32347196406225,1541346
2024-04-05,101.83686065673828,102.23390579215109,99.95321555496852,100.71960602328303,910102
2024-04-08,103.65587615966797,103.90518170651838,101.70759812384128,103.20343140494371,1103276
2024-04-09,107.53396606445312,108.82666745849126,105.69649455224669,106.63831713610585,1597741
2024-04-10,107.3031234741211,108.6696909652035,103.95134493542531,104.80083481268649,1235694
2024-04-11,107.98640441894531,108.18954361547296,105.77035442445361,107.75556542057889,1275887
2024-04-12,106.41670227050781,111.14428132023909,105.95502428597734,110.8026358071708,1462000
2024-04-15,105.33637237548828,109.09442908280755,105.31790584160476,108.90052316065417,1293231
2024-04-16,105.10554504394531,105.89962803814623,100.4610649295425,101.56909366733915,1849491
2024-04-17,105.41947174072266,108.24493922042029,103.98827146699684,107.3954567129491,1387534
2024-04-18,106.49980926513672,107.67247084412132,104.38532511588693,106.52750906821781,1039196
2024-04-19,104.73619842529297,107.38623409597473,104.29299425191404,106.41671170577489,1234344
2024-04-22,103.02798461914062,103.99750693369606,99.10372902524985,100.73806852256868,1489937
2024-04-23,101.2366714477539,103.04644287522802,99.5284586342165,99.80547125872995,1915856
2024-04-24,100.85810089111328,102.90795204008863,99.43613385571744,101.97536279503186,1557029
2024-04-25,103.24958801269531,104.17294397070859,99.75007010244522,101.30131016049289,1539165
2024-04-26,107.9771728515625,108.74355599696376,103.6743385367534,104.4130218798798,2381137
2024-04-29,111.5875015258789,111.72600054227885,107.36776646477449,109.24217835106978,1909728
2024-04-30,107.72786712646484,110.71030761241045,107.0168835868557,107.92177305842675,2666952
