price,close,high,low,open,volume
Ticker,SQM,SQM,SQM,SQM,SQM
2024-01-03,57.42243576049805,58.57725573913512,56.20788233898448,58.248727499809085,1720900
2024-01-04,54.95351028442383,57.1835056456991,54.84400087158509,57.1835056456991,1697900
2024-01-05,54.405967712402344,55.37163369737544,54.09735061752295,54.75440330527978,1325800
2024-01-08,53.818603515625,54.05752970035852,53.27105643047894,53.559762384889915,1201800
2024-01-09,52.35516357421875,53.43033894296121,52.116233604685405,53.16154794902286,1530000
2024-01-10,50.17494583129883,52.185922400282074,49.2988743117078,51.26007870741834,3127800
2024-01-11,49.78668212890625,50.75235187616964,48.92056811714903,50.523379380999934,1846900
2024-01-12,48.43275833129883,50.722487081902656,48.09427642571997,49.76677480650223,1510800
2024-01-16,49.07985305786133,49.67717607257344,48.17391675999445,49.507933222556304,1879700
2024-01-17,48.402889251708984,48.791147122545915,47.02905429300338,47.83543485622994,1730900
2024-01-18,47.73588562011719,49.07985583331029,47.367538875362435,48.87079447528704,1198900
2024-01-19,47.66619873046875,48.1340974200617,46.362047009426725,47.845395266113094,1667100
2024-01-22,47.64628601074219,49.24909730576938,46.36204548020527,46.68061624469555,1360000
2024-01-23,48.20378494262695,49.219230720544296,47.87526048964197,48.61195778652197,1412200
2024-01-24,48.542266845703125,50.513428753336186,48.46262605015711,50.19485417816247,1268800
2024-01-25,47.06887435913086,48.64182083952871,46.32222341410574,48.29338145325247,1600700
2024-01-26,46.75030517578125,48.00468093258121,46.720440352221374,47.31775960939825,912300
2024-01-29,45.81450271606445,46.36204598615351,45.31673541640838,46.29235886801471,1952700
2024-01-30,44.9284782409668,45.8045459679014,44.62981861598168,45.45611037169595,1522100
2024-01-31,41.88214111328125,43.952854943470165,41.88214111328125,43.594461873040295,3182200
2024-02-01,41.971736907958984,43.46503874832422,41.79254038330212,42.977225142833205,1945400
2024-02-02,40.458526611328125,41.14544793408353,39.89107217806431,41.016027369299245,1996900
2024-02-05,39.174285888671875,39.77160894095829,38.32808297834512,38.80593914157633,1719200
2024-02-06,40.33906173706055,40.797006733553715,39.72183135928005,39.82138329846099,2007700
2024-02-07,40.28928756713867,41.06580336089241,40.05035758570348,40.87665314893433,1282400
2024-02-08,40.26937484741211,40.45852505198881,39.56254620131369,40.40874908211737,1182000
2024-02-09,40.0603141784668,40.54812400825339,39.64218766955801,40.15986611990725,792100
2024-02-12,41.563568115234375,42.50932671211961,40.000579151001475,40.010532825686106,1635300
2024-02-13,39.42316818237305,40.92642753757881,39.353481064996686,40.6576327429858,2056200
2024-02-14,40.219600677490234,41.09566841989087,40.09018011190207,40.51826030774787,951500
2024-02-15,41.13549041748047,42.369955023941245,39.940848107474636,39.940848107474636,1601200
2024-02-16,43.176334381103516,43.604414561354496,41.88214016535866,42.19075725739124,1806500
2024-02-20,42.22062301635742,43.72387861923798,41.57352399530272,43.60441552837024,2019200
2024-02-21,42.72834396362305,43.53472837102099,42.16088953541593,42.40977318981074,1481100
